"site","comid","id","fdate","resolution","gnis_id","gnis_name","lengthkm","reachcode","flowdir","wbareacomi","ftype","fcode","shape_length","streamleve","streamorde","streamcalc","fromnode","tonode","hydroseq","levelpathi","pathlength","terminalpa","arbolatesu","divergence","startflag","terminalfl","dnlevel","uplevelpat","uphydroseq","dnlevelpat","dnminorhyd","dndraincou","dnhydroseq","frommeas","tomeas","rtndiv","vpuin","vpuout","areasqkm","totdasqkm","divdasqkm","tidal","totma","wbareatype","pathtimema","hwnodesqkm","maxelevraw","minelevraw","maxelevsmo","minelevsmo","slope","elevfixed","hwtype","slopelenkm","qa_ma","va_ma","qc_ma","vc_ma","qe_ma","ve_ma","qa_01","va_01","qc_01","vc_01","qe_01","ve_01","qa_02","va_02","qc_02","vc_02","qe_02","ve_02","qa_03","va_03","qc_03","vc_03","qe_03","ve_03","qa_04","va_04","qc_04","vc_04","qe_04","ve_04","qa_05","va_05","qc_05","vc_05","qe_05","ve_05","qa_06","va_06","qc_06","vc_06","qe_06","ve_06","qa_07","va_07","qc_07","vc_07","qe_07","ve_07","qa_08","va_08","qc_08","vc_08","qe_08","ve_08","qa_09","va_09","qc_09","vc_09","qe_09","ve_09","qa_10","va_10","qc_10","vc_10","qe_10","ve_10","qa_11","va_11","qc_11","vc_11","qe_11","ve_11","qa_12","va_12","qc_12","vc_12","qe_12","ve_12","lakefract","surfarea","rareahload","rpuid","vpuid","enabled","huc2","huc4","huc6","huc8","huc10","huc12","WsPctFull.x","PctAg2006Slp10Ws","PctAg2006Slp20Ws","WsPctFull.y","CanalDensWs","WsPctFull.x.x","CoalMineDensWs","WsPctFull.y.y","DamDensWs","DamNIDStorWs","DamNrmStorWs","WsPctFull.x.x.x","ElevWs","WsPctFull.y.y.y","PctFire2003Ws","PctFire2004Ws","PctFire2005Ws","PctFire2007Ws","PctFire2001Ws","PctFire2008Ws","PctFire2009Ws","PctFire2010Ws","PctFire2006Ws","PctFire2002Ws","PctFire2000Ws","WsPctFull.x.x.x.x","HydrlCondWs","WsPctFull.y.y.y.y","PctImp2006Ws","PctImp2008Ws","PctImp2011Ws","PctImp2001Ws","PctImp2013Ws","PctImp2019Ws","PctImp2016Ws","PctImp2004Ws","WsPctFull.x.x.x.x.x","AgKffactWs","KffactWs","WsPctFull.y.y.y.y.y","PctCarbResidWs","PctNonCarbResidWs","PctAlkIntruVolWs","PctSilicicWs","PctExtruVolWs","PctColluvSedWs","PctGlacTilClayWs","PctGlacTilLoamWs","PctGlacTilCrsWs","PctGlacLakeCrsWs","PctGlacLakeFineWs","PctHydricWs","PctEolCrsWs","PctEolFineWs","PctSalLakeWs","PctAlluvCoastWs","PctCoastCrsWs","PctWaterWs","WsPctFull.x.x.x.x.x.x","SN_2008Ws","NO3_2008Ws","InorgNWetDep_2008Ws","NH4_2008Ws","WsPctFull.y.y.y.y.y.y","PctOw2019Ws","PctIce2019Ws","PctUrbOp2019Ws","PctUrbLo2019Ws","PctUrbMd2019Ws","PctUrbHi2019Ws","PctBl2019Ws","PctDecid2019Ws","PctConif2019Ws","PctMxFst2019Ws","PctShrb2019Ws","PctGrs2019Ws","PctHay2019Ws","PctCrop2019Ws","PctWdWet2019Ws","PctHbWet2019Ws","MAST_2008","MAST_2009","MAST_2013","MAST_2014","MSST_2008","MSST_2009","MSST_2013","MSST_2014","MWST_2008","MWST_2009","MWST_2013","MWST_2014","WsPctFull.x.x.x.x.x.x.x","RdDensWs","WsPctFull.y.y.y.y.y.y.y","RdCrsWs","RdCrsSlpWtdWs","WsPctFull.x.x.x.x.x.x.x.x","RunoffWs","WsPctFull.y.y.y.y.y.y.y.y","ClayWs","SandWs","WsPctFull.x.x.x.x.x.x.x.x.x","WtDepWs","OmWs","PermWs","RckDepWs","WsPctFull.y.y.y.y.y.y.y.y.y","HUDen2010Ws","PopDen2010Ws","CatAreaSqKm","WsAreaSqKm","CatPctFull","WsPctFull","WWTPMajorDensWs","WWTPMinorDensWs","WWTPAllDensWs","AriditySite","AridityWs","OmernikIIISite","OmernikIISite","OmernikISite","OmernikIIIWs","OmernikIIWs","OmernikIWs","TmeanSite","TmaxSite","TminSite","PrecipSite","AluminumSite","CalciumSite","CopperSite","IronSite","ManganeseSite","PhosphSite","AluminumWs","CalciumWs","CopperWs","IronWs","ManganeseWs","PhosphWs","geometry"
"BLU-BLU",23773405,"nhdflowline_network.2502362","2001-02-12 21:00:00","Medium","1117862","Blue River","1.744","17090004000319","With Digitized","0","StreamRiver","46006","0.016864523080427","4","4","4","50076930","50076929","50044854","50040829","523.944","50001315","134.908","0","0","0","4","50040829","50047302","50040829","0","1","50042717","0","100","0","0","0","1.3392","227.9673","227.9673","0","0.0323220677389"," ","3.58439805156",NA,"-9998","32078","39450","32268","0.04118119","0"," ","1.744","449.454","2.04317","457.985","2.04581","468.106","2.04889","759.737","2.60084","1076.509","3.04362","878.368","2.73955","780.426","2.63378","1052.008","3.01038","428.667","1.96942","767.539","2.61331","905.392","2.8034","410.194","1.93102","667.544","2.44865","723.465","2.52323","354.837","1.81079","488.738","2.1221","546.9","2.21746","329.575","1.75301","277.065","1.65016","283.843","1.65604","242.514","1.53588","139.387","1.24004","98.572","1.07695","296.462","1.67403","72.845","0.96848","46.127","0.8219","399.374","1.90815","46.147","0.82639","43.415","0.80564","279.097","1.63096","105.32","1.11122","100.444","1.08467","331.797","1.75818","573.086","2.28209","597.799","2.30983","694.766","2.45492","718.568","2.53401","986.165","2.91922","957.794","2.85391",NA,NA,NA,"17c","17","1","HUC-17","HUC-1709","HUC-170900","HUC-17090004","HUC-1709000404","HUC-170900040403",100,0,0,100,0,100,0,100,0.0044,481559.0657,449094.4096,100,929.3189,100,0,0,0,0,0,0,0,0,0,0,0,94.4986,0.2521,100,0.16,0.16,0.16,0.16,0.16,0.17,0.16,0.16,100,0,0.245,100,0,79.32,0,20.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,147.1806,2.2233,0.8726,0.4832,100,1.16,0,0.13,0.03,0,0,0.2,0.02,94.96,0.22,3,0.25,0.01,0,0.02,0,8.67352833315,9.198572021,9.62107713915,10.4413284579,15.07408434,16.8014532802,15.9386567641,16.7680417135,3.74662560656,3.96316446432,3.91393804364,4.18317911327,100,1.1323,100,0.0062,0.0238,100,1287.3074,100,21.6453,29.4914,100,180.637,2.9879,5.9588,112.1772,100,0.537,0.8504,1.3392,227.9673,100,100,0,0,0,1.3149001953125,1.49426066867994,"Cascades","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS","Cascades","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS",10.5748996734619,16.1099987030029,5.04469966888428,2062.28100585938,9.08181762695312,2.41131639480591,52,6.16753911972046,1051.85815429688,0.0933243930339813,9.17861260833411,2.79397578400442,52,5.78685424725215,963.079297471321,0.105774630626514,c(-122.328767, 44.172108)
"BLU-TID",23773429,"nhdflowline_network.2502369","2001-02-12 21:00:00","Medium","1117862","Blue River","1.468","17090004000327","With Digitized","0","StreamRiver","46006","0.0138996874770719","4","3","3","50076940","50076939","50057203","50040829","534.167","50001315","73.467","0","0","0","4","50040829","50061820","50040829","0","1","50053363","0","100","0","0","0","1.2159","119.3625","119.3625","0","0.0386169156542"," ","47.5414287237",NA,"-9998","41269","43470","42448","0.00696185","0"," ","1.468","242.062","1.43801","242.764","1.43827","257.043","1.44351","399.744","1.78278","660.838","2.23135","474.499","1.88024","413.843","1.81017","675.74","2.25425","473.662","1.87877","410.355","1.80343","548.363","2.04997","400.255","1.74444","362.291","1.70774","398.475","1.77837","351.05","1.64782","270.417","1.50644","287.684","1.54486","256.392","1.44199","155.333","1.20093","150.496","1.18492","128.41","1.09362","77.854","0.92688","54.372","0.81887","40.31","0.73282","40.595","0.74608","27.137","0.66135","20.639","0.60585","25.334","0.64914","26.419","0.65636","25.625","0.64207","59.703","0.84557","62.066","0.85604","66.599","0.86249","308.886","1.59412","327.911","1.63385","344.603","1.6347","381.817","1.74729","568.941","2.08438","515.162","1.95039",NA,NA,NA,"17c","17","1","HUC-17","HUC-1709","HUC-170900","HUC-17090004","HUC-1709000404","HUC-170900040402",100,0,0,100,0,100,0,100,0,0,0,100,973.6319,100,0,0,0,0,0,0,0,0,0,0,0,97.1634,0.2614,100,0.17,0.17,0.17,0.17,0.17,0.18,0.17,0.17,100,0,0.2482,100,0,92.1,0,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,149.4982,2.2588,0.8916,0.4974,100,0.01,0,0,0,0,0,0,0.01,95.78,0.15,3.77,0.26,0,0,0.03,0,8.14363360131,8.63917047428,8.81773401068,10.0456210163,15.2431716543,16.3707397576,15.2909197654,16.7120803353,3.89847362917,4.13017287798,4.08561394716,4.36301292883,100,1.1736,100,0.0068,0.0243,100,1290.6067,100,19.7765,30.5615,100,180.4862,3.0812,6.3983,110.0238,100,0.4292,0.7977,1.2159,119.3625,100,100,0,0,0,1.3904998046875,1.54697755869709,"Cascades","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS","Cascades","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS",10.4699001312256,15.8999996185303,5.03709983825684,2232.71069335938,9.08614444732666,2.54044246673584,52,5.8410587310791,956.897338867188,0.0986203625798225,9.20833290540255,2.83725143297688,52,5.80598049307917,969.689536545303,0.106684706961879,c(-122.265377, 44.220163)
"BRO-LAP",23700569,"nhdflowline_network.2487863","2005-07-20 21:00:00","Medium"," "," ","3.889","17070301000991","With Digitized","0","StreamRiver","46006","0.0419396701721156","3","2","2","50070539","50070538","50075253","50067825","691.465","50001315","26.206","0","0","0","3","50067825","50085228","50067825","0","1","50067825","0","36.648","0","0","0","9.054","51.8805","51.8805","0","0.130086741984"," ","206.195349194",NA,"-9998","132385","134497","132385","0.0054307","0"," ","3.889","49.786","1.15235","47.941","1.14977","38.645","1.13521","27.16","0.92014","85.632","1.45329","34.854","1.0911","32.069","0.97656","113.424","1.63757","33.634","1.07643","50.314","1.15709","102.133","1.56559","34.608","1.08816","65.234","1.28258","74.78","1.3738","36.361","1.10889","72.425","1.3382","68.851","1.32808","36.524","1.11079","71.827","1.33368","64.602","1.29416","37.76","1.1251","63.038","1.26502","43.825","1.11061","39.516","1.14505","52.943","1.18036","34.531","1.01524","42.414","1.17709","44.773","1.1061","42.342","1.09608","42.949","1.18289","42.191","1.08134","46.235","1.13374","41.811","1.17051","44.321","1.10182","49.718","1.16619","40.324","1.15409","31.499","0.97023","64.937","1.29688","37.781","1.12534",NA,NA,NA,"17c","17","1","HUC-17","HUC-1707","HUC-170703","HUC-17070301","HUC-1707030102","HUC-170703010205",100,0,0,100,0,100,0,100,0,0,0,100,1575.2983,100,0,0,0,0,0,0,0,0,0,0,0,100,0.2159,100,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,100,1e-04,0.1469,100,0,0,0,0,63.37,0,0,0,36.63,0,0,0,0,0,0,0,0,0,100,129.2879,2.2853,1.0264,0.66,100,0.26,0,1.47,0.04,0.02,0,0.11,0,93.56,0,2.9,0.25,0,0,1.08,0.32,NA,NA,NA,NA,11.4409728734,11.9211250111,12.2016421312,12.2616602874,2.48155572797,2.7747781546,2.53581188286,2.99074501889,100,1.2206,100,0.0081,0.0067,100,1167.9723,100,7.7171,58.976,100,180.5356,1.8173,19.9247,142.7495,100,1.415,1.9234,9.054,51.8805,100,100,0,0,0,0.6135,0.910119730536882,"Eastern Cascades Slopes and Foothills","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS","Cascades","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS",6.69989967346191,13.8399991989136,-0.437899976968765,679.723999023438,8.81301879882812,2.75807690620422,52,4.38650703430176,946.621337890625,0.135992303490639,9.03993648098361,2.75256469403544,52,4.72105611370456,978.007627228768,0.148206140245161,c(-121.81512, 43.712603)
"C10",24423347,"nhdflowline_network.2372532","2001-02-06 21:00:00","Medium","1517824","Clear Creek","5.596","17030002000348","With Digitized","0","StreamRiver","46006","0.0660583077207298","6","3","3","50128028","50128027","50060015","50055708","801.16","50001315","28.643","0","0","0","6","50055708","50071861","50055708","0","1","50055708","0","100","0","0","0","19.5318","53.4006","53.4006","0","0.155771105585"," ","149.158252652",NA,"-9998","91283","102709","91283","0.02041815","0"," ","5.596","57.592","1.36706","55.666","1.36415","55.666","1.36415","15.6","0.83751","56.19","1.36941","56.19","1.36941","16.112","0.84666","70.164","1.50222","70.164","1.50222","33.563","1.10316","73.852","1.53514","73.852","1.53514","56.728","1.3586","65.249","1.45706","65.249","1.45706","81.083","1.57794","77.828","1.56978","77.828","1.56978","98.407","1.71542","91.237","1.68087","91.237","1.68087","103.41","1.75297","72.661","1.52459","72.661","1.52459","90.062","1.65075","55.92","1.3667","55.92","1.3667","61.084","1.40067","54.766","1.35505","54.766","1.35505","53.074","1.32212","56.17","1.36921","56.17","1.36921","53.938","1.33085","60.168","1.40866","60.168","1.40866","28.451","1.0364","59.435","1.40152","59.435","1.40152",NA,NA,NA,"17b","17","1","HUC-17","HUC-1703","HUC-170300","HUC-17030002","HUC-1703000203","HUC-170300020301",100,0,0,100,0,100,0,100,0,0,0,100,1427.8484,100,0,0,0,0,0,0,0.37,0,0,0,0,99.2214,0.355,100,0.63,0.63,0.63,0.62,0.63,0.64,0.63,0.62,100,0,0.2867,100,0,0,0,81.54,18.46,0,0,0,0,0,0,0,0,0,0,0,0,0,100,213.2391,3.6263,1.8927,1.3817,100,1.33,0,0.46,0.51,0.54,0.1,0.71,0.16,88.28,0,5.07,0.81,0,0,1.97,0.05,7.37321033249,7.36097394183,7.33243384296,7.33853574224,11.1132153082,11.618086443,11.8301863016,12.2466987773,2.49723675836,2.6797246519,2.68762591937,2.67254875305,100,0.3927,100,0.0039,0.018,100,1040.7494,100,9.0948,45.0317,100,177.2093,1.2973,8.1531,137.3703,100,0.5122,0.6113,19.5318,53.4006,100,100,0,0,0,1.30550087890625,1.67615386584052,"Cascades","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS","Cascades","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS",5.3899998664856,11.4200000762939,-0.642899990081787,1002.93798828125,9.01382160186768,2.46035003662109,52,4.31789350509644,728.651062011719,0.0684420540928841,9.03862008156135,2.46444718531001,52,4.30116686765213,726.918920148883,0.0679306221243582,c(-121.340778, 46.651605)
"C11",24423347,"nhdflowline_network.2372532","2001-02-06 21:00:00","Medium","1517824","Clear Creek","5.596","17030002000348","With Digitized","0","StreamRiver","46006","0.0660583077207298","6","3","3","50128028","50128027","50060015","50055708","801.16","50001315","28.643","0","0","0","6","50055708","50071861","50055708","0","1","50055708","0","100","0","0","0","19.5318","53.4006","53.4006","0","0.155771105585"," ","149.158252652",NA,"-9998","91283","102709","91283","0.02041815","0"," ","5.596","57.592","1.36706","55.666","1.36415","55.666","1.36415","15.6","0.83751","56.19","1.36941","56.19","1.36941","16.112","0.84666","70.164","1.50222","70.164","1.50222","33.563","1.10316","73.852","1.53514","73.852","1.53514","56.728","1.3586","65.249","1.45706","65.249","1.45706","81.083","1.57794","77.828","1.56978","77.828","1.56978","98.407","1.71542","91.237","1.68087","91.237","1.68087","103.41","1.75297","72.661","1.52459","72.661","1.52459","90.062","1.65075","55.92","1.3667","55.92","1.3667","61.084","1.40067","54.766","1.35505","54.766","1.35505","53.074","1.32212","56.17","1.36921","56.17","1.36921","53.938","1.33085","60.168","1.40866","60.168","1.40866","28.451","1.0364","59.435","1.40152","59.435","1.40152",NA,NA,NA,"17b","17","1","HUC-17","HUC-1703","HUC-170300","HUC-17030002","HUC-1703000203","HUC-170300020301",100,0,0,100,0,100,0,100,0,0,0,100,1427.8484,100,0,0,0,0,0,0,0.37,0,0,0,0,99.2214,0.355,100,0.63,0.63,0.63,0.62,0.63,0.64,0.63,0.62,100,0,0.2867,100,0,0,0,81.54,18.46,0,0,0,0,0,0,0,0,0,0,0,0,0,100,213.2391,3.6263,1.8927,1.3817,100,1.33,0,0.46,0.51,0.54,0.1,0.71,0.16,88.28,0,5.07,0.81,0,0,1.97,0.05,7.37321033249,7.36097394183,7.33243384296,7.33853574224,11.1132153082,11.618086443,11.8301863016,12.2466987773,2.49723675836,2.6797246519,2.68762591937,2.67254875305,100,0.3927,100,0.0039,0.018,100,1040.7494,100,9.0948,45.0317,100,177.2093,1.2973,8.1531,137.3703,100,0.5122,0.6113,19.5318,53.4006,100,100,0,0,0,1.30550087890625,1.67615386584052,"Cascades","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS","Cascades","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS",5.3899998664856,11.4200000762939,-0.642899990081787,1002.93798828125,9.01382160186768,2.46035003662109,52,4.31789350509644,728.651062011719,0.0684420540928841,9.03862008156135,2.46444718531001,52,4.30116686765213,726.918920148883,0.0679306221243582,c(-121.340778, 46.651605)
"C20",24423347,"nhdflowline_network.2372532","2001-02-06 21:00:00","Medium","1517824","Clear Creek","5.596","17030002000348","With Digitized","0","StreamRiver","46006","0.0660583077207298","6","3","3","50128028","50128027","50060015","50055708","801.16","50001315","28.643","0","0","0","6","50055708","50071861","50055708","0","1","50055708","0","100","0","0","0","19.5318","53.4006","53.4006","0","0.155771105585"," ","149.158252652",NA,"-9998","91283","102709","91283","0.02041815","0"," ","5.596","57.592","1.36706","55.666","1.36415","55.666","1.36415","15.6","0.83751","56.19","1.36941","56.19","1.36941","16.112","0.84666","70.164","1.50222","70.164","1.50222","33.563","1.10316","73.852","1.53514","73.852","1.53514","56.728","1.3586","65.249","1.45706","65.249","1.45706","81.083","1.57794","77.828","1.56978","77.828","1.56978","98.407","1.71542","91.237","1.68087","91.237","1.68087","103.41","1.75297","72.661","1.52459","72.661","1.52459","90.062","1.65075","55.92","1.3667","55.92","1.3667","61.084","1.40067","54.766","1.35505","54.766","1.35505","53.074","1.32212","56.17","1.36921","56.17","1.36921","53.938","1.33085","60.168","1.40866","60.168","1.40866","28.451","1.0364","59.435","1.40152","59.435","1.40152",NA,NA,NA,"17b","17","1","HUC-17","HUC-1703","HUC-170300","HUC-17030002","HUC-1703000203","HUC-170300020301",100,0,0,100,0,100,0,100,0,0,0,100,1427.8484,100,0,0,0,0,0,0,0.37,0,0,0,0,99.2214,0.355,100,0.63,0.63,0.63,0.62,0.63,0.64,0.63,0.62,100,0,0.2867,100,0,0,0,81.54,18.46,0,0,0,0,0,0,0,0,0,0,0,0,0,100,213.2391,3.6263,1.8927,1.3817,100,1.33,0,0.46,0.51,0.54,0.1,0.71,0.16,88.28,0,5.07,0.81,0,0,1.97,0.05,7.37321033249,7.36097394183,7.33243384296,7.33853574224,11.1132153082,11.618086443,11.8301863016,12.2466987773,2.49723675836,2.6797246519,2.68762591937,2.67254875305,100,0.3927,100,0.0039,0.018,100,1040.7494,100,9.0948,45.0317,100,177.2093,1.2973,8.1531,137.3703,100,0.5122,0.6113,19.5318,53.4006,100,100,0,0,0,1.30550087890625,1.67615386584052,"Cascades","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS","Cascades","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS",5.3899998664856,11.4200000762939,-0.642899990081787,1002.93798828125,9.01382160186768,2.46035003662109,52,4.31789350509644,728.651062011719,0.0684420540928841,9.03862008156135,2.46444718531001,52,4.30116686765213,726.918920148883,0.0679306221243582,c(-121.340778, 46.651605)
"C21",24423347,"nhdflowline_network.2372532","2001-02-06 21:00:00","Medium","1517824","Clear Creek","5.596","17030002000348","With Digitized","0","StreamRiver","46006","0.0660583077207298","6","3","3","50128028","50128027","50060015","50055708","801.16","50001315","28.643","0","0","0","6","50055708","50071861","50055708","0","1","50055708","0","100","0","0","0","19.5318","53.4006","53.4006","0","0.155771105585"," ","149.158252652",NA,"-9998","91283","102709","91283","0.02041815","0"," ","5.596","57.592","1.36706","55.666","1.36415","55.666","1.36415","15.6","0.83751","56.19","1.36941","56.19","1.36941","16.112","0.84666","70.164","1.50222","70.164","1.50222","33.563","1.10316","73.852","1.53514","73.852","1.53514","56.728","1.3586","65.249","1.45706","65.249","1.45706","81.083","1.57794","77.828","1.56978","77.828","1.56978","98.407","1.71542","91.237","1.68087","91.237","1.68087","103.41","1.75297","72.661","1.52459","72.661","1.52459","90.062","1.65075","55.92","1.3667","55.92","1.3667","61.084","1.40067","54.766","1.35505","54.766","1.35505","53.074","1.32212","56.17","1.36921","56.17","1.36921","53.938","1.33085","60.168","1.40866","60.168","1.40866","28.451","1.0364","59.435","1.40152","59.435","1.40152",NA,NA,NA,"17b","17","1","HUC-17","HUC-1703","HUC-170300","HUC-17030002","HUC-1703000203","HUC-170300020301",100,0,0,100,0,100,0,100,0,0,0,100,1427.8484,100,0,0,0,0,0,0,0.37,0,0,0,0,99.2214,0.355,100,0.63,0.63,0.63,0.62,0.63,0.64,0.63,0.62,100,0,0.2867,100,0,0,0,81.54,18.46,0,0,0,0,0,0,0,0,0,0,0,0,0,100,213.2391,3.6263,1.8927,1.3817,100,1.33,0,0.46,0.51,0.54,0.1,0.71,0.16,88.28,0,5.07,0.81,0,0,1.97,0.05,7.37321033249,7.36097394183,7.33243384296,7.33853574224,11.1132153082,11.618086443,11.8301863016,12.2466987773,2.49723675836,2.6797246519,2.68762591937,2.67254875305,100,0.3927,100,0.0039,0.018,100,1040.7494,100,9.0948,45.0317,100,177.2093,1.2973,8.1531,137.3703,100,0.5122,0.6113,19.5318,53.4006,100,100,0,0,0,1.30550087890625,1.67615386584052,"Cascades","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS","Cascades","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS",5.3899998664856,11.4200000762939,-0.642899990081787,1002.93798828125,9.01382160186768,2.46035003662109,52,4.31789350509644,728.651062011719,0.0684420540928841,9.03862008156135,2.46444718531001,52,4.30116686765213,726.918920148883,0.0679306221243582,c(-121.340778, 46.651605)
"CT-BUNN",6109247,"nhdflowline_network.52516","2008-07-20 21:00:00","Medium","205839","Bunnell Brook","2.583","01080207000226","With Digitized","0","StreamRiver","46006","0.0274650710674098","4","1","1","150058709","150025056","150058008","150021701","157.47","150002258","2.583","0","1","0","4","0","0","150021701","0","1","150043037","0","100","0","0","0","10.5084","10.5084","10.5084","0","0.101400245772"," ","2.28513800398","6.7158","23629","20915","23629","20915","0.01115495","0","H","2.433","8.928","0.95765","10.054","0.96392","10.71","0.96729","3.755","0.7183","10.4","0.97581","12.578","1.02601","1.885","0.59268","9.688","0.95114","11.891","1.00493","6.823","0.87126","78.08","2.25506","19.634","1.21744","19.618","1.2946","33.176","1.54409","17.681","1.16825","20.125","1.30805","16.119","1.15066","13.139","1.04283","10.663","1.02185","8.696","0.91531","8.494","0.89097","5.72","0.82095","3.993","0.70985","4.731","0.73536","3.95","0.72946","3.747","0.69652","4.745","0.73603","6.393","0.85213","6.593","0.83233","5.488","0.77038","9.27","0.97074","8.476","0.90711","7.704","0.86154","11.401","1.04766","9.754","0.95346","10.548","0.96198","7.617","0.90514","11.431","1.01017","11.969","1.00735",NA,NA,NA,"01a","01","1","HUC-01","HUC-0108","HUC-010802","HUC-01080207","HUC-0108020704","HUC-010802070405",100,1.28,0.02,100,0,100,0,100,0,0,0,100,280.8124,100,0,0,0,0,0,0,0,0,0,0,0,100,0.1763,100,3.03,3.04,3.28,2.75,3.34,3.43,3.35,2.9,100,0.04,0.2267,100,0,0,0,0,0,0,0,0,51.58,48.42,0,0,0,0,0,0,0,0,100,750.281,13.78,5.1941,2.69,100,0.43,0,7.56,4.81,1.66,0.34,0.01,50.49,2.71,10.9,0.31,1.03,9.43,0.09,10.14,0.08,10.2143654628,10.1043015202,10.2107815233,10.0998770262,18.2257178199,18.0489895387,18.7005903814,18.1908606393,3.09570277062,2.27803305072,3.05746007922,2.23140096569,100,2.3797,100,0.0171,0.0064,100,697,100,5.491,52.5655,100,107.727,3.2611,15.1543,147.2856,100,30.7822,89.6735,10.5084,10.5084,100,100,0,0,0,1.12770009765625,1.14523532284007,"Northeastern Coastal Zone","MIXED WOOD PLAINS","EASTERN TEMPERATE FORESTS","Northeastern Coastal Zone","MIXED WOOD PLAINS","EASTERN TEMPERATE FORESTS",8.96990013122559,14.7399997711182,3.2039999961853,1372.52197265625,5.81416893005371,1.71132910251617,95.6828155517578,3.22750926017761,1375.48742675781,0.0755722895264626,5.81989329091964,1.72441048391404,95.7867973081527,3.22741070485884,1438.41892168599,0.0757430724559292,c(-72.982522, 41.775521)
"CT-EBRA",4570659,"nhdflowline_network.40763","1999-08-12 21:00:00","Medium","1457259","East Branch Passumpsic River","4.801","01080102000034","With Digitized","0","StreamRiver","46006","0.047066986662957","3","3","3","150015679","150015658","150022019","150017737","502.273","150002258","42.982","0","0","0","3","150017737","150035804","150017737","0","1","150020307","0","100","0","0","0","22.2633","139.3335","139.3335","0","0.136477665867"," ","10.0211943112",NA,"-9998","28736","31114","28893","0.00462611","0"," ","4.801","108.251","1.32322","116.917","1.32957","126.04","1.3358","31.788","0.83782","79.409","1.13994","86.259","1.14841","15.929","0.67522","71.44","1.09453","68.924","1.05407","8.236","0.56683","90.067","1.19745","144.033","1.41124","93.924","1.24953","185.885","1.61464","283.232","1.88768","280.059","1.98951","212.799","1.71188","237.323","1.74613","214.385","1.76711","119.111","1.3397","119.912","1.30897","123.369","1.39617","66.022","1.06229","85.797","1.14601","98.241","1.27226","63.242","1.04526","65.176","1.03225","112.917","1.34622","73.476","1.10635","78.59","1.10788","126.862","1.41241","95.051","1.22325","101.448","1.22396","130.415","1.42873","107.636","1.28569","110.972","1.26864","63.595","1.07351","95.52","1.22564","108.164","1.25566",NA,NA,NA,"01a","01","1","HUC-01","HUC-0108","HUC-010801","HUC-01080102","HUC-0108010201","HUC-010801020101",100,0.24,0,100,0,100,0,100,0,0,0,100,517.5182,100,0,0,0,0,0,0,0,0,0,0,0,100,0.067,100,0.4,0.41,0.41,0.39,0.42,0.44,0.43,0.39,100,0.0038,0.3244,100,0,0,0,0,0,0,0,0,97.52,2.48,0,0,0,0,0,0,0,0,100,574.7654,10.3942,4.2279,2.4285,100,0.7,0,2.49,0.7,0.16,0.01,0.01,54.03,9.56,24.25,1.51,0.78,1.03,0,4.64,0.13,9.53220202951,9.51213902372,9.53356452967,9.50374634537,18.5888006439,18.5662654364,18.7757426456,18.2941574845,1.6318786251,1.64473380176,1.65531683459,1.64506737005,98.5718,0.9763,100,0.006,0.0043,100,642.1618,100,6.4378,43.7927,100,111.7092,1.3085,6.9093,117.4551,100,4.5037,6.4175,22.2633,139.3335,100,100,0,0,0,1.199,1.35829821201046,"Northern Appalachian and Atlantic Maritime Highlands","ATLANTIC HIGHLANDS","NORTHERN FORESTS","Northern Appalachian and Atlantic Maritime Highlands","ATLANTIC HIGHLANDS","NORTHERN FORESTS",4.98000001907349,11.3499994277954,-1.39169991016388,1157.95703125,5.05443000793457,2.54442501068115,98.002571105957,1.98102962970734,649.349243164062,0.0492344573140144,4.99572836710642,2.49340451405813,98.1474318403829,2.03277311727091,660.205844066182,0.0500994572193477,c(-71.889142, 44.665248)
